role,SHOT_ZONE_RANGE,SHOT_ZONE_AREA,FGM,FGA
Primary Ball Handler,24+ ft.,Left Side(L),162,416
Primary Ball Handler,24+ ft.,Right Side Center(RC),496,1420
Primary Ball Handler,24+ ft.,Right Side(R),140,371
Primary Ball Handler,8-16 ft.,Center(C),293,732
Primary Ball Handler,8-16 ft.,Left Side(L),263,710
Primary Ball Handler,8-16 ft.,Right Side(R),316,768
Primary Ball Handler,Back Court Shot,Back Court(BC),2,60
Primary Ball Handler,Less Than 8 ft.,Center(C),3295,6302
Roll + Cut Big,16-24 ft.,Center(C),47,130
Roll + Cut Big,16-24 ft.,Left Side Center(LC),31,73
Roll + Cut Big,16-24 ft.,Left Side(L),30,84
Roll + Cut Big,16-24 ft.,Right Side Center(RC),53,130
Roll + Cut Big,16-24 ft.,Right Side(R),35,111
Roll + Cut Big,24+ ft.,Center(C),1,6
Roll + Cut Big,24+ ft.,Left Side Center(LC),0,7
Roll + Cut Big,24+ ft.,Left Side(L),0,1
Roll + Cut Big,24+ ft.,Right Side Center(RC),1,7
Roll + Cut Big,24+ ft.,Right Side(R),2,4
Roll + Cut Big,8-16 ft.,Center(C),76,219
Roll + Cut Big,8-16 ft.,Left Side(L),66,218
Roll + Cut Big,8-16 ft.,Right Side(R),90,226
Roll + Cut Big,Back Court Shot,Back Court(BC),0,7
Roll + Cut Big,Less Than 8 ft.,Center(C),1913,3186
Secondary Ball Handler,16-24 ft.,Center(C),269,678
Secondary Ball Handler,16-24 ft.,Left Side Center(LC),306,818
Secondary Ball Handler,16-24 ft.,Left Side(L),268,759
Secondary Ball Handler,16-24 ft.,Right Side Center(RC),379,951
Secondary Ball Handler,16-24 ft.,Right Side(R),334,788
Secondary Ball Handler,24+ ft.,Center(C),309,904
Secondary Ball Handler,24+ ft.,Left Side Center(LC),650,1807
Secondary Ball Handler,24+ ft.,Left Side(L),319,809
Secondary Ball Handler,24+ ft.,Right Side Center(RC),653,1850
Secondary Ball Handler,24+ ft.,Right Side(R),307,739
Secondary Ball Handler,8-16 ft.,Center(C),272,684
Secondary Ball Handler,8-16 ft.,Left Side(L),295,745
Secondary Ball Handler,8-16 ft.,Right Side(R),320,829
Secondary Ball Handler,Back Court Shot,Back Court(BC),0,57
Secondary Ball Handler,Less Than 8 ft.,Center(C),2380,4576
Shot Creator,16-24 ft.,Center(C),585,1432
Shot Creator,16-24 ft.,Left Side Center(LC),617,1640
Shot Creator,16-24 ft.,Left Side(L),403,1098
Shot Creator,16-24 ft.,Right Side Center(RC),745,1923
Shot Creator,16-24 ft.,Right Side(R),442,1058
Shot Creator,24+ ft.,Center(C),557,1615
Shot Creator,24+ ft.,Left Side Center(LC),826,2458
Shot Creator,24+ ft.,Left Side(L),300,817
Shot Creator,24+ ft.,Right Side Center(RC),815,2424
Shot Creator,24+ ft.,Right Side(R),291,760
Shot Creator,8-16 ft.,Center(C),731,1743
Shot Creator,8-16 ft.,Left Side(L),716,1753
Shot Creator,8-16 ft.,Right Side(R),724,1804
Shot Creator,Back Court Shot,Back Court(BC),6,98
Shot Creator,Less Than 8 ft.,Center(C),6950,12791
Stationary Shooter,16-24 ft.,Center(C),175,484
Stationary Shooter,16-24 ft.,Left Side Center(LC),245,628
Stationary Shooter,16-24 ft.,Left Side(L),325,807
Stationary Shooter,16-24 ft.,Right Side Center(RC),300,806
Stationary Shooter,16-24 ft.,Right Side(R),270,683
Stationary Shooter,24+ ft.,Center(C),255,749
Stationary Shooter,24+ ft.,Left Side Center(LC),633,1834
Stationary Shooter,24+ ft.,Left Side(L),580,1556
Stationary Shooter,24+ ft.,Right Side Center(RC),745,2050
Stationary Shooter,24+ ft.,Right Side(R),553,1409
Stationary Shooter,8-16 ft.,Center(C),190,495
Stationary Shooter,8-16 ft.,Left Side(L),220,609
Stationary Shooter,8-16 ft.,Right Side(R),187,544
Stationary Shooter,Back Court Shot,Back Court(BC),0,30
Stationary Shooter,Less Than 8 ft.,Center(C),2287,4228
Stretch Big,16-24 ft.,Center(C),224,538
Stretch Big,16-24 ft.,Left Side Center(LC),194,461
Stretch Big,16-24 ft.,Left Side(L),183,472
Stretch Big,16-24 ft.,Right Side Center(RC),208,531
Stretch Big,16-24 ft.,Right Side(R),154,418
Stretch Big,24+ ft.,Center(C),66,225
Stretch Big,24+ ft.,Left Side Center(LC),111,336
Stretch Big,24+ ft.,Left Side(L),24,86
Stretch Big,24+ ft.,Right Side Center(RC),93,273
Stretch Big,24+ ft.,Right Side(R),36,95
Stretch Big,8-16 ft.,Center(C),126,287
Stretch Big,8-16 ft.,Left Side(L),177,476
Stretch Big,8-16 ft.,Right Side(R),188,448
Stretch Big,Back Court Shot,Back Court(BC),0,7
Stretch Big,Less Than 8 ft.,Center(C),1662,3101
